Consumer complaint narrative,Product_clean
i called today to get my XXXX private school loans reduced because the payment went up after XX/XX/XXXX. I make only XXXX month and the payments for XXXX private loans I took out by mistake for XXXX school that I was unable to get into a program in the XXXX area because of the XXXX system. Now I am paying more and more and the rent in my area has skyrocketed. Please help me get them to lower my private school loans at least by XXXX . They did it before they can do it again. Thank you.,Student loan
"AN UNKNOWN ERROR IS FALSELY REPORTING A 30 DAY LATE ON MY CREDIT REPORT FOR THE MONTH OF XX/XX/XXXX. AND ALSO FALSELY REPORTING MANY LATES ON MY CREDIT REPORT IN XX/XX/XXXX, XX/XX/XXXX, XX/XX/XXXX AND XX/XX/XXXX, XX/XX/XXXX.",Mortgage
"Today, I received an income execution from the  XXXX   County Sheriffs  Department dated  XXXX / XXXX / XXXX , indicating that my wages are going to be garnished for an original debt amount of :  XXXX   due to Chase Manhattan b ank with an original judgement date of :  XXXX / XXXX / XXXX .  <P/> It also added an additional {$5600.00} for interest, {$620.00} for  XXXX , {$40 .00} 1rst stage and $ {$30.00} for 2nd stage, fo r a total due of : {$13000.00} payable to  XXXX   XXXX   XXXX   XXXX .   Not only am I unaware of what this debt is for, I do not recall being served a summons to court over 9 years ago!   In addition, the interest on this debt seems exorbitant and unjustified.   This item does not appear on my credit report, nor do I feel that I owe this, being that it has exceeded the 7 year collection.",Debt collection
"I do n't know who to go to ; I have been trying to verify my Identity on I.D me for Vets.gov. But unfortunately they do n't have my updated address ; and i 'm honestly not sure what address they have for me. They go through Experian ; who when I tried to enter my stuff it said i have the wrong address. I had 1 address until XX/XX/XXXX; then it was in missourri. XXXXXX/XX/XXXXmy addresses have all been in Louisiana ; 2 on  XXXX XXXX, 2 in XXXX, LA, and my current address is in XXXX, LA. But I am going to the post office to forward everything to that address tomorrow. So it might not be on there yet. Because we just got it this week. I would really appreciate your help ; it 's holding me back from checking my claims through the VA. Thank you.",Credit reporting
"On XXXX XXXX ( before XXXX ), I went to a US Bank Branch to deposit my severance check and was told it may take a bit longer to have the funds available to me because of the size of the check. I pretty much ignored that because I know that the size of the check does n't matter. Once the funds are cleared from the issuing bank I should receive my funds. Unbeknown to me, the Manager on duty had placed a hold on my account where I would n't receive my funds when they cleared but almost 12 days later. All he asked me was if this was a Loan check since it was from a Mortgage company. I said no, that it was my severance check and I had n't been paid for two months and needed the money. He did note that the account was an employee account ( XXXX ). He did n't look at our account history of XXXX years of impeccable performance or do any research that would show large transactions from time to time were normal. 
Three days after the deposit, I spoke with a former coworker who received his check at the same time and his funds were available to him. I continued to check my account to determine if the funds were available and they were n't. We were forced to take an advance on our reserve line so the checks we had written and would n't clear before XXXX XXXX ( plenty of time to allow the check to clear ). 
Finally I called the Customer Service department to learn that US Bank did indeed have the funds from my former employer but would n't give them to me because the Bank employee placed a hold on the funds. He did NOT provide any type of rationale for doing this nor could any other person determine why he would do that given our credit and history with the Bank? Basically, this allowed US Bank to steal from me since the money was in their possession, they were earning interest on it not me. My belief was he thought it would be 'fun ' for him to watch us suffer further pain and embarrassment since I 'd lost my job and needed the money to cover bills. 
This is totally unacceptable discretion for a person to have this authority and not have to justify why they would place a hold on someone else 's money!!",Bank / Checking / Savings
"XXXX hospital of XXXX, CT claims I owe them a dollar amount of {$2800.00}. What you dont know is that I showed them my insurance card during the visit, and I have proof that I had insurance during that time. Once I found out about he debt I called and told them I had insurance they said the can not accept the insurance now. I only found out I had the debt when I checked my credit online. This was a simple visit to the doctors some while ago that happened when I was much younger and aloof, that is now following and dragging me down. Long story short, I do not feel this is fair.",Debt collection
"XX/XX/XXXX XXXX XXXX XXXX XXXX XXXX Attention : XXXX - End of Lease Dept. 
XXXX XXXX XXXX XXXX XXXX, AZ XXXX RE : Account XXXX Customer : XXXX XXXX Car : XXXX XXXX XXXX XXXX XXXX Certified Mail : Fax : XXXX To Whom It May Concern, As of XX/XX/XXXX, I have been made aware that I have an outstanding balance of {$860.00} on my XXXX XXXX due to a door ding, a small crack in the windshield, and a scratch on the back bumper. I am disputing these charges based on the following information : In XX/XX/XXXX, I took out a lease on the XXXX XXXX and purchased a protection plan, which I paid extra for with each lease payment that I made TO TOYOTA. I was told by my dealership ( Toyota of XXXX XXXX ) that at the end of the lease, this would cover and dents and dings that remained on the vehicle should they determine there was excessive wear and tear. I was not told that I needed to file any claims prior to turning in the lease at the end nor was I advised that such warranty/protection plan would expire at the end of the lease and I would not be covered past my turn in date. 
On XX/XX/XXXX, I turned in my XXXX XXXX with sales rep XXXX XXXX at Toyota of XXXX XXXX and also leased another XXXX XXXX XXXX ( which I will NEVER do again after having this experience ). XXXX, my salesman, did some adjustments for mileage etc. and said I was good to go. I did not expect to receive a bill in the mail for XXXX soon thereafter, as I had been paying for a protection plan! 
After receiving the bill, I tried several times to have XXXX clear this issue, as he had indicated everything was okay when I turned in the lease. He attempted to fix it and have XXXX drop some of the cost, as I was a repeat customer. I also advised him of the protection plan and asked why that didnt cover it. I did not expect to be billed. On or about XX/XX/XXXX, I was called by a Toyota Collections department ( end of lease department ) and told I owe these funds. I explained that I had a service contract through XXXX XXXX, YOUR VENDOR, and was told they are not a vendor of Toyota and are not responsible. ( If they arent a vendor, then how did part of each monthly payment go to them. What a conundrum ). All I know is that Toyota sold me on this vehicle and this protection plan, and I paid for the plan through Toyota in my monthly payments. Yet, when it comes to the end of the lease, Toyota claims no responsibility and wants to have nothing to do with them! On my call around XX/XX/XXXX, I was told to file a claim through XXXX XXXX. I asked for a copy of my protection plan, as I no longer had this information. I also asked for a copy of my condition report to prove what the charges were for. They said they would mail these documents out, but I never received them ( I ended up pulling the attached condition report online ). 
I talked to XXXX, and he had another man call me from the financial office ( I cant remember his name ) who claimed he never sells the contracts as if they cover scratches. Fair enough ; I am willing to pay for that XXXX. He did say it should cover the door ding and windshield the other XXXX and XXXX. 
That is why I had purchased the agreement of course! There is no reason to worry about mechanical repairs being covered on a car I will only have for 3 years!! That would be pointless! 
On XX/XX/XXXX, I called XXXX XXXX and talked to a man named XXXX. He said that all Toyota had to do was call them and file a claim and they could cover the door ding and windshield. It did not matter that the lease was over and the vehicle was turned in. In fact, because the lease was turned in, Toyota had to call for the claim and I could not file one myself. 
I had XXXX from the end of lease department to call XXXX XXXX. A woman told him my policy was expired as of XX/XX/XXXX and they could not file a claim. Please note that no one at XXXX wants to be responsible for telling customers how all of this works. No one wants to tell them to file a claim and get repairs completed prior to turning in their lease. In addition, no one wants to take responsibility after the plans are sold ; they just collect their share of the profit and claim to have nothing to do with XXXX XXXX. And now I have to play ring around the rosy with Toyota and XXXX XXXX! 
XXXX told me the lady at XXXX advised the policy was expired and there was nothing she could do, so I called XXXX XXXX back. I spoke with a man named XXXX who advised he was unable to file a claim and that the policy had expired XX/XX/XXXX. I asked for copies of my protection plans for both the XXXX XXXX AND the XXXX XXXX, since I want to make sure I am not paying FOR ANOTHER WORTHLESS PLAN! Now I am stuck with this payment for a door ding and windshield crack and no one will take responsibility for 1. 
Selling a contract by portraying it as covering dents and dings at the end of the lease. 2. The fact that I was NOT told I needed to file a claim with XXXX prior to turning in the lease. 
I have taken responsibility for paying every payment ON TIME for 3 years, in addition to the extra amount each month for the protection plan agreement. Now, after 3 years, Im told it covers nothing! 
Can someone please take responsibility so I do not have to pay the XXXX for these costs that should have been covered? The representative so graciously reduced the price from XXXX to XXXX, but I am disputing that I owe any more than XXXX. Also I have repeatedly asked about credit reporting and no one is able to tell me when or if it will get reported for my failure to pay this debt. Please advise regarding the credit reporting process. 
Thank you, XXXX XXXX P.S. Please pull these calls and have XXXX XXXX pull these calls, as I am not making this up! 
Enclosure : Condition Report CC : XXXX XXXX XXXX XXXX XXXX XXXX TX XXXX Update- I still have not received a written response and was advised today XX/XX/XXXX that i would not be receiving a written response. It has been over 30 business days.",Vehicle loan or lease
"I have a collection of my XXXX and XXXX report from XXXX XXXX XXXX XXXX XXXX XXXX, XXXX XXXX XXXX. They are reporting "" Time SInce Negative '' as being XX/XX/2017. This being a "" Negative Account '' showing that it appears I was late or didnt pay a bill just 11 months ago vs actual 4+ years since I have been late on anything. This is having a tremendous impact on my credit score and is causing me to be unable to purchase a car. I have disputed till I can no longer dispute on line, I have called and am told "" this is correct ''. First, I am not aware of this bill as I have never received any information on it. I explained to the rep with XXXX that I have a copy of my lease showing that I have lived at this address for almost 5 years and according to XXXX that isn't good enough. "" They already proved it is yours ''. I dont see how, I would like something showing I singed for this contract. The rep says it isnt impacting my score but if that is the case they why even have a "" Time Since Negative '' for a potential lender to see and judge me by. As I said, I have paid my bills, every one on time no late payments for the past 4+ years. In reading other post regarding XXXX   they seem to be notorius for reporting wrong "" Time Since Negative '' Information causing a lot of others problems.",Debt collection
"I took out an installment loan with Blue Trust Loans in XX/XX/2018 for {$1200.00} to pay bills.I am a teacher and am getting paid again, but I am struggling to pay back the loan because of the high interest rate of 634.66 %. I planned on paying back the loan right away to avoid the interest, but was unable to do so. I have already paid back {$1700.00}. I would like to settle the loan as paid in full. They are trying to collect the amount of {$1500.00}.",Other
"I purchased an automobile through XXXX XXXX buyer protection plan, in which I was instructed. to purchase gift cards to cover the cost of the car plus insurance and Oklahoma border fees to ship the car from California. All of this totaled {$3500.00}. The car never arrived so I attempted to get my money back from XXXX and PayPal, because PayPal are the managers of funds. I contacted XXXX XXXX  customer. Service and found that the funds had been spent all except about {$230.00}. Since I did n't spend it and I did n't receive the item that I purchased I am due a refund.",Credit / Prepaid card
"Westlake Financial Inc. account # XXXX is an old car from I believe 2012 that was repo 'd. Westlake on my credit report is showing that is is charged off and this car has not been in my possession for at least 4 years now. However, after applying for a mortgage, we noticed that Westlake has been reporting late payments several times through out the last 4 years and then the last 7 months in a row they have reporting a late payment even though this truck has not been in my possession for many years. My understanding is that when something charges off, that means the company decided to charge it off the books and therefore, they can not, in turn report late payments anymore sporadically or consecutively past the charge off date. I guess what I am saying is you ca n't be late on something that charged off. They have been doing this for years and years and has caused my scores to drop big time. I have been trying to get my credit back in shape so my family could purchase a home. After working really hard to do that I find out this company has been illegally, in my opinion, and willfully, charging me late to harm my credit. I am requesting all the late payment past 2012 be removed from my credit report and specifically all the late payments over the last 2 years should be removed ASAP since I have not had the car in my possession and the account was charged off.",Other
Never received any notices/bills,Debt collection
"Eradicate every claim of the alleged yet unproven to be my responsibility or fault. Several attempts on disputing the accounts to no success, so I decided to file this complaint hoping you can help me out and delete the accounts which are not my responsibility namely XXXX  ( Original Creditor : XXXX XXXX XXXX ) XXXX, and Chapter XXXX Bankruptcy Discharged XXXX",Credit reporting
"I was told I 'd be sent a credit balance refund for over XXXX XXXX dollars from XXXX. After letting them know I never received this, I received a call today alerting me that the check was cashed and because it was cashed there was nothing further they can do. XXXX was in possession of documents that I was a victim in identity theft cases and failed to properly handle this. Not only will they not reissue the check, they 're showing my balance positive for just under {$700.00} and marking me late on my credit bureau. 


I want the proper refund minus my current account balance and for my credit bureau to be properly adjusted and to never have to deal with barclays again. Their business tactics have been disgusting and appalling XXXX is taking what I deem to be illegal methods by completely ignoring that an active fraud case was pending while this took place. I sent bank statements in a timely manner to the office of the president and they ignored my query",Credit reporting
"I have sent a tota l of 4 req uest for verification letters to  Revenue Assurance o r Consolidated Recovery Systems. After filing a CFPB complaint a few weeks ago I finally received a response back from the agency explaining that they were sending mail to   XXXX   XXXX     instead of  XXXX , although my correct address was typed on all  four le tters and written on every envelope. Furthermore, I called to give the correct address and requested that they print out the documentation on Wednesday and I would pick it up. However, I was unable to pick it up and they mailed it to me and I received it yesterday,  XXXX / XXXX / XXXX . The "" verification '' is  a one s heet document outlining services and fees incurred with  XXXX   XXXX , a name that I have not used since  XXXX  before I was married and my previous address. However, it did not include any other identifying information. I attached documentation that I received from Revenue Assurance or Consolidated Recovery Systems verifying that the documentation I received does not meet the requirements to validate the accused debt. This debt has been removed from all other credit reporting agencies because the debt could not be validated.",Debt collection
"XX/XX/2018 I applied for a {$12000.00} loan through Lending Club. On XX/XX/2018 I received a disbursement in the amount of {$11000.00}. Come to find out they have an origination fee of 6 % of the loan amount they deducted from my disbursement. That comes to a fee of {$720.00}. It wasn't until I received the disbursement that I learned of this fee. I am sure they have this spelled out on their website, but there was no notification of this fee when I applied for it.",Other
"On Friday, XX/XX/2018 at XXXX, I received a call from my mortgage company Freedom Mortgage . The rep explained that there was an alleged shortage in my escrow and that they were planning on increasing my monthly payment by nearly {$100.00} each month. They had done this very same thing last year though nothing whatsoever had increased, including my taxes. This year, I changed my homeowner 's insurance company which increased my total insurance charge by {$200.00} for the entire year. Having researched this on Saturday, XX/XX/2018, I called Freedom Mortgage back and explained that there was no justification to increase my mortgage by {$1200.00} annually for a simple {$200.00} homeowner 's insurance increase. I further explained that I would be comfortable with them raising it by {$17.00}, which is {$200.00} divided by 12 months ( the {$88.00} visible on the attachment was a one time charge for a different insurance company that I quickly dropped and that {$88.00} should not play any part in the annual increase calculation ). Their response was that they want to implement a buffer, which I declined when I originally opened the mortgage. When I asked the rep if my original choice to opt out of a buffer should stay in place for the life of the loan, he gave a non-answer and said "" technically yes but no. '' He went on to say that Freedom Mortgage had miscalculated the escrow and they had paid out more in previous years as a result. Since my mortgage is 5 years old, I explained that they should have caught their error years earlier and that it is not fair to penalize me for their bad math. It was their mistake, not mine and I should not be obligated to correct their error which lasted several years until they finally caught it.",Mortgage
PHH is altering facts and fraudulently foreclosing on our property. I am attaching a letter they sent us confirming this. We have many pending complaints on this company with the CFPB that have not been resolved.,Mortgage
"On the XXXX/XXXX/2015, I went to bank of America branch to get my checking account and routing number. A young associate name "" XXXX '' asked me for my Virginia identification card and debit card. to process my inquiry. After 5 minute he came back with a small paper which has an account and routing number. I used those numbers in my online tax filing. 
After XXXX weeks I call IRS to ask about my refund ; they told me it is already in my bank account. When I checked my bank account, there was no deposit from IRS. 
As I went to another branch and verified the small paper the bank associate "" XXXX '' gave me, I realized that the number he gave me is someone else bank account. As a result, someone else got my tax refund money. I don t know if he did it by purpose or it was a mistake. 
It is really disappointing that Bank provides erroneous information. 
Could you please look into the matter and have the money send back to my account as soon as possible. 
Thanks and XXXX branch address is : Bank of America XXXX XXXX XXXX, XXXX XXXX, VAAssociate name is : XXXXOn the XXXX/XXXX/2015, I went to bank of America branch to get my checking account and routing number. A young associate name "" XXXX '' asked me for my Virginia identification card and debit card. to process my inquiry. After 5 minute he came back with a small paper which has an account and routing number. I used those numbers in my online tax filing. 
After two weeks I call IRS to ask about my refund ; they told me it is already in my bank account. When I checked my bank account, there was no deposit from IRS. 
As I went to another branch and verified the small paper the bank associate "" XXXX '' gave me, I realized that the number he gave me is someone else bank account. As a result, someone else got my tax refund money. I don t know if he did it by purpose or it was a mistake. 
It is really disappointing that Bank provides erroneous information. 
Could you please look into the matter and have the money send back to my account as soon as possible. 
Thanks and XXXX branch address is : Bank of America XXXX XXXX XXXX, XXXX XXXX, VAAssociate name is : XXXXOn the XXXX/XXXX/2015, I went to bank of America branch to get my checking account and routing number. A young associate name "" XXXX '' asked me for my Virginia identification card and debit card. to process my inquiry. After XXXX minute he came back with a small paper which has an account and routing number. I used those numbers in my online tax filing. 
After XXXX weeks I call IRS to ask about my refund ; they told me it is already in my bank account. When I checked my bank account, there was no deposit from IRS. 
As I went to another branch and verified the small paper the bank associate "" XXXX '' gave me, I realized that the number he gave me is someone else bank account. As a result, someone else got my tax refund money. I don t know if he did it by purpose or it was a mistake. 
It is really disappointing that Bank provides erroneous information. 
Could you please look into the matter and have the money send back to my account as soon as possible. 
Thanks and XXXX branch address is : Bank of America XXXX XXXX XXXX, XXXX XXXX, VAAssociate name is : XXXX the XXXX/XXXX/2015, I went to bank of America branch to get my checking account and routing number. A young associate name "" XXXX '' asked me for my Virginia identification card and debit card. to process my inquiry. After XXXX minute he came back with a small paper which has an account and routing number. I used those numbers in my online tax filing. 
After two weeks I call IRS to ask about my refund ; they told me it is already in my bank account. When I checked my bank account, there was no depos",Bank / Checking / Savings
"From XXXX 2014, without notification, Citibank started charging me {$25.00} bank fee per month on my checking account. According to laws and regulations, a bank should give a customer a written notification 30 days before the bank increases fees or changes terms. I did n't receive written notification from Citibank regarding this fee increment. I contacted Citibank several times for a copy of the written notification if they sent me one, but they could n't provide to me. I file this complaint to request a copy of the written notification, the date and address that the notification was mailed, and any evidence showing the written notification was delivered to me.",Bank / Checking / Savings
"I HAVE ATTACHED BOTH EQUIFAX AND XXXX REPORTS IN REGARDS TO INCORRECT LIMIT AMOUNT AS WELL NO CREDIT REPORTING. 
XXXX XXXX XXXX : XXXX : LIMIT IS {$1000.00} BALANCE IS $ XXXX : **************** LIMIT IS {$500.00} BALANCE IS $ XXXX LIMIT IS {$450.00} BALANCE IS $ XXXXPLEASE UPDATE AND FORWARD ME A REVISE CREDIT REPORT COPY. 
THANK YOUXXXX XXXX XXXX",Credit reporting
"I have fraud alert added to my credit report because I found about six unauthorized hard inquiries on my credit report. After contacting XXXX & Equifax about to them, XXXX immediately removed them, Equifax has kept them on. This is fraud and I want them removed off of my credit.",Credit reporting
"On XX/XX/XXXX, Equifax provided my credit file information to XXXX XXXX XXXX without my knowledge and/or authorization. I have filed a dispute and requested an investigation with Equifax. Equifax refuses to be proactive in assisting me in having XXXX XXXX XXXX fraudulent inquiry from my credit file. Per the Fair Credit Reporting Act, "" A consumer reporting agency may provide information about you only to people with a valid need ''. I would like to know who, at Equifax, determined that XXXX XXXX XXXX ' request consisted of a valid need. It was not a valid need. It was not an authorized request. I have never contacted XXXX XXXX XXXX to inquire or request their services. 

Equifax stated that they will only remove the fraudulent inquiry if they receive a request from XXXX XXXX XXXX to remove the request. Considering that this is a case of identity theft, Equifax 's process is totally inadequate! I am the victim. XXXX XXXX XXXX committed the fraud. What sense does it make for Equifax to expect the company that committed the fraud to request the removal? 

Equifax has stated that I have to work with XXXX XXXX XXXX in order to have the fraudulent inquiry removed. Equifax has even refused to accept the letter that I received from XXXX XXXX XXXX that states that they are unable to determine why they requested my credit file. In this letter XXXX XXXX XXXX also stated that they run the credit reports of any customers or potential customer who simply inquires about their services. I do believe that this is illegal. An inquiry about services is not an approval/authorization to run a credit check. 

I have never contacted XXXX XXXX XXXX to inquire about their services. I have never been a customer of XXXX XXXX XXXX. The first conversation that I had with XXXX XXXX XXXX took place on XX/XX/XXXX. XXXX XXXX XXXX stated that the only way that they will submit a request to Equifax to have their fraudulent inquiry removed is if I provide them with the last XXXX digits of my social security number. That is totally inappropriate. Why I am expected to now willingly provide XXXX XXXX XXXX with the last digits of my social security number when this is the company that committed the fraud against me? I offered her the Equifax case number that I have and she refused that. 

I spoke with an Equifax representative who sent an electronic file, excluding my social security number, to XXXX XXXX XXXX so they could use that to request the removal. When I informed XXXX XXXX of the file she stated that she does not have access to that system and asked that I provide that information to her. I did email the information to her. Her comment was that she can not make any guarantees!! 

Equifax 's process is totally inadequate for victims of identity theft. They are refusing to accept their responsibility in releasing my information without having proper authorization. It makes no sense for Equifax to expect the company that committed the fraud to request the removal!! 

I want Equifax to remove the fraudulent inquiry and block XXXX XXXX XXXX from every posting anything to my credit file related to the fraudulent account that XXXX XXXX XXXX established. XXXX XXXX XXXX established a fraudulent account and mailed past due billings to my address. XXXX XXXX XXXX knows that they have never sent or installed any of their equipment at my address. I want the fraudulent account resolved and no further negative actions taken against me. 

Equifax is XXXX of the XXXX credit reporting agencies that is charged with protecting my credit information. Equifax has failed to protect my credit information. And now, they are refusing to resolve the problem.",Credit reporting
"I had a Citicards account which I closed in XX/XX/XXXX, with a balance of {$10000.00}. Citicards has continued to add as much as $ XXXX monthly interest to this amount so that now the bill is {$19000.00}. I have called them to try to negotiate this amount but I can not get anyone to call me back as they have a dysfunctional customer service dept. They charged this off in XX/XX/XXXX without a contract, or sending statements required by The Truth and Lending Act. There is one month where they charged {$700.00} interest arbitrarily. I have disputed this on my credit reports but they will not remove this item as I believe Citicards is so difficult to work with. My credit card limit ws {$13000.00} so their interest exceeds the credit limit having a further impact financially.",Credit / Prepaid card
"I am in collections with XXXX for a charge of {$2200.00}. The debt collection was sent over to XXXX, who then sent it over to their attorney office, Maury Cobb located in Alabama. First off, I have never received anything through the mail from any collection agency regarding the debt they are trying to collect. Once I received notice that their was this collection against me through checking my credit report, I called XXXX in order to dispute the debt. XXXX told me that I had to go through Cobb for anything further since the account was transferred over to them. I have now been in contact with Cobb for about three weeks and they have been very unprofessional. I sent over a police report on XXXX XXXX, stating that the phones were stolen out of my vehicle back in XXXX and they stated that in order for the account to be settled that they had to send the police report over to XXXX. I have called XXXX today and they said they never received anything. I then called Cobb 's office back and the individual I spoke to was very improper using slang and profanity towards me, then hanging up on me twice. While talking to him each time I asked to speak with a supervisor the two different times that I had called and the same man I was transferred to stated that there was not one for 48-72 hours and that he would not transfer me to anyone else. All I was asking for was an email of some sort of dispute validation that I asked for back on XXXX XXXX and the man keeps informing me that they are not able to send out anything to me stating that I am disputing it. He said I need to ask XXXX for that, but XXXX 's corporate office is stating that since the account is in Cobb 's hands that they need to be the ones to send me a dispute validation. Cobb 's customer service is refusing to send me over any validation that I am disputing the charges, claiming that they sent over the police report to XXXX, while XXXX is stating that they never received anything, and the customer service representatives are being very unprofessional and ending the phone calls on me without giving me the proper information and not giving me answers to any questions that I ask. I am trying to receive this validation of dispute so that I can get this taken off of my credit report as soon as possible because it is affecting it drastically and also because I was in the process of purchasing a new home and this is effecting the process. I want to see if I am able to get my debt transferred over to anything collector or if I can just receive a dispute validation at the very least.",Debt collection
"Issues regarding Citibank credit card and autopay as they continue to withdraw money every month out of my checking account to an unknown account they can not locate. Initially they told me I can not remove my name from account as an authorized user and Since I was an authorized user, they are unable to assist me in finding or removing this auto pay. Money continues to come out of my checking to date. I am going to have to close my long standing checking account to fix this mess of unauthorized charges",Credit / Prepaid card
"Chase Account number beginning XXXX appears on all 3 credit reports as purportedly "" late '' with a payment in XXXX XXXX. That is inaccurate. At the time, I requested a new closing date on the Chase account to coincide with other closing dates such that I can make payments to all my credit cards at one time instead of scattered through a month. I was informed by phone that the closing date was changed, and payment was made by the new due date in a timely manner. However, it was n't until one month later that I was informed the payment made in XXXX XXXX for XXXX XXXX was considered "" late '' because the new closing date would not go into effect until the following month, i.e., exactly the opposite of what I was told by phone. The problem with the credit report is that there is no way I can "" prove a negative '' in the sense that it was a recorded conversation but, I do not believe any of the the 3 credit reporting companies were provided the correct information by Chase with no evidence of the recording ( which Chase tells you at the beginning of any customer service conversation is recorded ), thereby leaving me to no fair opportunity to properly dispute the so-called late payment or prove it is incorrect. The account has since been closed and paid in full.",Credit / Prepaid card
"I made two on time full payments to my loan servicing company Mohela and all of the payment was applied to interest, there was no late payment or any other fee 's.",Student loan
"On XXXX XXXX, 2015 I submitted a complaint through your office against Enhanced Recovery LLC for a collection of a XXXX account placed in my credit record under the name of XXXX XXXX in an address in North Carolina ( See CFPB Case number XXXX and XXXX ). Enhanced Recovery LLC responded the dispute on XXXX XXXX 2015 alleging:1 ) Investigation of my dispute was been completed2 ) that my social security was associated with the account and that cable services were provided XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX North Carolina ( I have never been in North Carolina ) 3 ) that the account with Enhanced Recovery has been closed due to my dispute4 ) that a deletion request to ALL reporting agencies was submitted. 
However, as of today, Enhanced Recovery LLC has not been able to provide me with evidence such as copies of contracts or documents confirming that I contracted with XXXX in North Carolina. Also, I never received any letter stating that an investigation of my dispute was completed. 
In addition, Enhanced Recovery LLC never closed my account. As of today, a collection report remains in my credit record. 
I request Enhanced Recovery LLC to validate this alleged debt by providing evidence, such as contract or any document with my signature proving that I contract services with XXXX in North Carolina. Also I further request this collection company to contact all XXXX credit agencies and inform I am disputing this debt.",Debt collection
"I graduated with my XXXX in XXXX. Because of the rigorous nature of the program, I had to take out loans both for tuition, but also for medical supplies and living costs. Because of this my debt is now over $ XXXX. I am on the XXXX plan and because of my low first-year salary as a resident ( $ XXXX ) my current payments are {$0.00}. However, given the nature of the XXXX plan, I will have to pay taxes on the remaining balance, which means I will have to make a monthly payment plus put a certain amount of money away each month in order to pay that tax burden in XXXX. This amounts to {$1200.00} a month for the next 20 years. When I get my raise next year for my second year of residency ( $ XXXX ), this amounts to 24 % of my income which is not ideal nor sustainable. My repayment plan is as ideal as it can get for my situation ; refinancing is not an option because I need the reassurance that I will only have to pay a fixed amount of my income should my financial situation change drastically for any reason. My school is not doing due diligence to lower tuition and other costs to assure that students are able to pay back loans and succeed in their field.",Student loan
"A student loan issuer negligently processed three loans fraudulently identifying me as a co-borrower without my knowledge. The first loan date was in XX/XX/XXXX for {$7200.00}. The second loan date was in XX/XX/XXXX for {$15000.00}. The third loan date was in XX/XX/XXXX for {$12000.00}. Through the entire processing of the three loans, the student loan issuer did not contact me nor did I participate in anyway in the application process and had no knowledge of the loans until I was harassed years later with collection related phone calls and letters from the student loan issuer when the student who applied defaulted on the loans. The adverse information reported to the credit bureaus by the student loan issuer is inaccurate. The student loan issuers gross negligence in processing and approving these loans without verifying my supposed role as a co-borrower has put my credit history at great risk and has caused me a great deal of XXXX.",Credit reporting
"In XXXX, I applied for XXXX XXXX College taking out 2 loans {$4000.00} each. Graduated in XXXX. 
Attended XXXX XXXX Colleges for several years, no loans. 
XXXX consolidated with XXXX XXXX. Unemployed for several years, {$0.00}. balance, loan forgiveness through XXXX XXXX. XXXX, my tax refund is taken by dept of education. I request proof of debt, only partial information recieved to me. Dispute. Doesn't matter. Request documents, only partial was sent to me. My new balance reporting as around {$60000.00}. and has wrecked my credit report. Agree to reestablishing loan so I can change some of this and set up auto pay. Successfully paying for several months now but they still report me as no payment every month. I can't even qualify for a studio apartment in a questionable area because my credit shows a {$60000.00}. loan debt with current no repay.",Student loan
